0 -1205090.743665 316599.710996 0 0.000000 0 0.053995 0.000000 1.342000 0.004054 0.039301 0.458046 0.261300 0.000000 3 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
1 -1205390.743665 316299.710996 0 0.000000 0 0.069263 0.000000 1.342000 0.004054 0.039301 0.458046 0.263900 0.000000 6 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
2 -1205090.743665 316299.710996 0 0.000000 0 0.116745 0.000000 1.342000 0.004054 0.039301 0.458046 0.260900 0.000000 7 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
3 -1204790.743665 316299.710996 0 0.000000 0 0.131111 0.000000 1.342000 0.004054 0.039301 0.458046 0.256500 0.000000 8 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
4 -1205690.743665 315999.710996 0 0.000000 0 0.117465 0.000000 1.342000 0.004054 0.039301 0.458046 0.266700 0.000000 5 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
5 -1205390.743665 315999.710996 0 0.000000 0 0.141699 0.000000 1.342000 0.004054 0.039301 0.458046 0.261800 0.000000 12 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
6 -1205090.743665 315999.710996 0 0.000000 0 0.149539 0.000000 1.342000 0.004054 0.039301 0.458046 0.258000 0.000000 13 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
7 -1204790.743665 315999.710996 0 0.000000 0 0.142342 0.000000 1.342000 0.004054 0.039301 0.458046 0.254600 0.000000 8 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
8 -1204490.743665 315999.710996 0 0.000000 0 0.110601 0.000000 1.342000 0.004054 0.039301 0.458046 0.250700 0.000000 15 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
9 -1205990.743665 315699.710996 0 0.000000 0 0.113209 0.000000 1.342000 0.004054 0.039301 0.458046 0.269400 0.000000 10 90.000000 100.000000 0.000000 1.000000 162.545547 0.250684
