0.000000000000000000e+00 -1.205090743664999958e+06 3.165997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.399500000000000133e-02 6.669999999999999497e-04 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.612999999999999767e-01 0.000000000000000000e+00 3.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
1.000000000000000000e+00 -1.205390743664999958e+06 3.162997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.926300000000000512e-02 1.111000000000000008e-03 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.639000000000000234e-01 0.000000000000000000e+00 6.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
2.000000000000000000e+00 -1.205090743664999958e+06 3.162997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.167450000000000015e-01 1.667000000000000079e-03 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.609000000000000208e-01 0.000000000000000000e+00 7.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
3.000000000000000000e+00 -1.204790743664999958e+06 3.162997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.311110000000000053e-01 6.669999999999999497e-04 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.565000000000000058e-01 0.000000000000000000e+00 8.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
4.000000000000000000e+00 -1.205690743664999958e+06 3.159997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.174650000000000000e-01 1.111000000000000008e-03 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.666999999999999926e-01 0.000000000000000000e+00 5.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
5.000000000000000000e+00 -1.205390743664999958e+06 3.159997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.416989999999999916e-01 1.111000000000000008e-03 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.617999999999999772e-01 0.000000000000000000e+00 1.200000000000000000e+01 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
6.000000000000000000e+00 -1.205090743664999958e+06 3.159997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.495390000000000053e-01 1.111000000000000008e-03 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.580000000000000071e-01 0.000000000000000000e+00 1.300000000000000000e+01 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
7.000000000000000000e+00 -1.204790743664999958e+06 3.159997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.423419999999999963e-01 1.667000000000000079e-03 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.545999999999999930e-01 0.000000000000000000e+00 8.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
8.000000000000000000e+00 -1.204490743664999958e+06 3.159997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.106010000000000049e-01 6.669999999999999497e-04 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.506999999999999784e-01 0.000000000000000000e+00 1.500000000000000000e+01 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
9.000000000000000000e+00 -1.205990743664999958e+06 3.156997109959999798e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.132090000000000041e-01 1.150000000000000035e-04 1.342000000000000082e+00 4.054000000000000312e-03 3.930100000000000260e-02 4.580460000000000087e-01 2.693999999999999728e-01 0.000000000000000000e+00 1.000000000000000000e+01 9.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.625455469999999991e+02 2.506840000000000179e-01
