2015	1	1	0	0	2.085712762
2015	1	2	0	0	2.351773137
2015	1	3	0	0	2.466810328
2015	1	4	0	0	2.639661081
2015	1	5	0	0	2.766201991
2015	1	6	0	0	2.699244447
2015	1	7	0	0	2.652639636
2015	1	8	0	0	2.661783618
2015	1	9	0	0	2.64703526
2015	1	10	0	0	2.64497049
2015	1	11	0	0	2.692755169
2015	1	12	0	0	2.738770046
2015	1	13	0	0	2.707798494
2015	1	14	0	0	2.618718413
2015	1	15	0	0	2.509580565
2015	1	16	0	0	2.54438669
2015	1	17	0	0	2.532293036
2015	1	18	0	0	2.554120606
2015	1	19	0	0	2.569163931
2015	1	20	0	0	2.525213825
2015	1	21	0	0	2.377435279
2015	1	22	0	0	2.285700494
2015	1	23	0	0	2.428759565
2015	1	24	0	0	2.418140747
2015	1	25	0	0	2.54025715
2015	1	26	0	0	2.489522799
2015	1	27	0	0	2.52255912
2015	1	28	0	0	2.601905285
2015	1	29	0	0	2.541437018
2015	1	30	0	0	2.515479908
2015	1	31	0	0	2.48008385
2015	2	1	0	0	2.451177068
2015	2	2	0	0	2.452651904
2015	2	3	0	0	2.723431754
2015	2	4	0	0	3.716291202
2015	2	5	0	0	3.252897799
2015	2	6	0	0	3.060579213
2015	2	7	0	0	2.999226045
2015	2	8	0	0	3.094205469
2015	2	9	0	0	3.173256667
2015	2	10	0	0	3.143759951
2015	2	11	0	0	2.957340709
2015	2	12	0	0	2.893037869
2015	2	13	0	0	2.856461941
2015	2	14	0	0	2.891268066
2015	2	15	0	0	2.877109642
2015	2	16	0	0	2.819886014
2015	2	17	0	0	2.745259323
2015	2	18	0	0	2.682431319
2015	2	19	0	0	2.66886283
2015	2	20	0	0	2.677711844
2015	2	21	0	0	2.682136352
2015	2	22	0	0	2.649984932
2015	2	23	0	0	2.511055401
2015	2	24	0	0	2.545566558
2015	2	25	0	0	2.540847084
2015	2	26	0	0	2.516069843
2015	2	27	0	0	2.518134613
2015	2	28	0	0	2.510465467
2015	3	1	0	0	2.467105295
2015	3	2	0	0	2.418140747
2015	3	3	0	0	2.445572692
2015	3	4	0	0	2.376255411
2015	3	5	0	0	2.321981454
2015	3	6	0	0	2.332600272
2015	3	7	0	0	2.344103991
2015	3	8	0	0	2.371535936
2015	3	9	0	0	2.397198079
2015	3	10	0	0	2.368586265
2015	3	11	0	0	2.419320616
2015	3	12	0	0	2.498666781
2015	3	13	0	0	2.546746427
2015	3	14	0	0	2.648805063
2015	3	15	0	0	2.757647944
2015	3	16	0	0	2.816936342
2015	3	17	0	0	3.057039607
2015	3	18	0	0	3.199213777
2015	3	19	0	0	3.148479426
2015	3	20	0	0	3.169127127
2015	3	21	0	0	3.255257536
2015	3	22	0	0	3.32545972
2015	3	23	0	0	3.435187502
2015	3	24	0	0	3.485626885
2015	3	25	0	0	3.386517921
2015	3	26	0	0	3.23932931
2015	3	27	0	0	3.146119689
2015	3	28	0	0	3.208947693
2015	3	29	0	0	3.429583126
2015	3	30	0	0	3.545505218
2015	3	31	0	0	3.756701702
2015	4	1	0	0	3.980876741
2015	4	2	0	0	4.053733628
2015	4	3	0	0	3.945480682
2015	4	4	0	0	3.796522268
2015	4	5	0	0	3.714816366
2015	4	6	0	0	3.678830373
2015	4	7	0	0	3.653758164
2015	4	8	0	0	3.326344621
2015	4	9	0	0	2.952916201
2015	4	10	0	0	2.723431754
2015	4	11	0	0	2.507220828
2015	4	12	0	0	2.647920162
2015	4	13	0	0	2.515479908
2015	4	14	0	0	2.950261497
2015	4	15	0	0	3.666736719
2015	4	16	0	0	3.789443056
2015	4	17	0	0	3.551404561
2015	4	18	0	0	3.393302165
2015	4	19	0	0	3.630750726
2015	4	20	0	0	3.979696872
2015	4	21	0	0	4.628919583
2015	4	22	0	0	5.097327427
2015	4	23	0	0	5.383740536
2015	4	24	0	0	5.447748409
2015	4	25	0	0	5.809083175
2015	4	26	0	0	5.494353219
2015	4	27	0	0	4.970196583
2015	4	28	0	0	4.845425476
2015	4	29	0	0	5.158090661
2015	4	30	0	0	6.19755492
2015	5	1	0	0	7.188349598
2015	5	2	0	0	7.516353076
2015	5	3	0	0	7.844356553
2015	5	4	0	0	8.592688229
2015	5	5	0	0	8.539004206
2015	5	6	0	0	9.000627806
